p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cell_type	gene
6.41891725215686e-75	0.379488557550249	0.246	0.333	1.196357797457e-70	Rods cell	Dctn1
4.9812985163582e-102	0.37918983477095	0.283	0.409	9.28414417478841e-98	Rods cell	Wbp4
1.40674434783632e-111	0.377679845738888	0.27	0.412	2.62189011549734e-107	Rods cell	Fam104a
6.22192696394847e-87	0.375332483288764	0.249	0.364	1.15964274754072e-82	Rods cell	Thoc2
2.79069443933573e-72	0.372713820917893	0.221	0.286	5.20129629603394e-68	Rods cell	Spint2
2.47103089606411e-85	0.370895424801239	0.25	0.342	4.60550738408429e-81	Rods cell	Ddb1
6.03008890773665e-97	0.370256241355127	0.164	0.286	1.12388797062396e-92	Rods cell	Tle4
1.60575339313012e-116	0.369474743742682	0.448	0.591	2.99280317411592e-112	Rods cell	Ndufb1-ps
3.00479901375641e-110	0.36921350187973	0.34	0.476	5.60034440183919e-106	Rods cell	Sod2
6.43289237176792e-89	0.367850252638127	0.367	0.469	1.1989624802501e-84	Rods cell	Pmm1
1.31474121885242e-124	0.364689614564273	0.391	0.575	2.45041468369713e-120	Rods cell	Rsrc2
3.26541234424459e-109	0.363990500980929	0.672	0.801	6.08607552720306e-105	Rods cell	Rps17
2.13401416225215e-59	0.362919118816437	0.585	0.66	3.97737559560555e-55	Rods cell	Fam169a
3.23794609676776e-102	0.359950388851454	0.371	0.504	6.03488393515576e-98	Rods cell	Spop
6.70643608942139e-96	0.359492284339547	0.279	0.39	1.24994555834636e-91	Rods cell	BC005537
9.41370289715726e-124	0.359424390059316	0.315	0.5	1.75452594597217e-119	Rods cell	Kmt2a
1.43885921632095e-89	0.358206572842581	0.262	0.365	2.68174580737898e-85	Rods cell	Alkbh5
9.60691823906784e-117	0.35813805268263	0.49	0.642	1.79053742139746e-112	Rods cell	Atp5k
1.2521759488962e-121	0.357718944440068	0.475	0.631	2.33380553355274e-117	Rods cell	Ndufb5
2.12796493682138e-112	0.357333918158379	0.381	0.542	3.9661010492477e-108	Rods cell	Nol7
2.67883576824869e-63	0.357091281945211	0.881	0.917	4.99281410486191e-59	Rods cell	Oaz1
8.82367733151348e-111	0.354940398174992	0.322	0.449	1.64455698104748e-106	Rods cell	Dctn3
2.00853504247698e-88	0.353816257373257	0.221	0.329	3.74350761216859e-84	Rods cell	4932438A13Rik
9.32428702309022e-96	0.350365865214247	0.362	0.49	1.73786061536356e-91	Rods cell	R3hdm2
4.32710711406694e-104	0.344374684299042	0.322	0.461	8.06486223919797e-100	Rods cell	Ranbp1
1.44882850878224e-106	0.344174651293428	0.509	0.658	2.70032657466834e-102	Rods cell	Eid1
6.87207108923588e-83	0.344093883389021	0.17	0.25	1.28081660961178e-78	Rods cell	Alyref
3.34968332347515e-73	0.343531427759721	0.229	0.31	6.24313977829299e-69	Rods cell	Cdc123
8.28981571742954e-88	0.340659684072418	0.241	0.343	1.54505585341452e-83	Rods cell	Eif3g
3.25805743033137e-107	0.339464528685833	0.324	0.447	6.07236743865161e-103	Rods cell	Ndufs3
6.23655775938052e-73	0.338884711334494	0.22	0.296	1.16236963519334e-68	Rods cell	Phyh
5.22942486441546e-98	0.337638232345342	0.252	0.389	9.74660206229753e-94	Rods cell	Ubn2
4.21809046703275e-75	0.336440863648551	0.202	0.29	7.86167701245564e-71	Rods cell	Mrpl21
5.12274676962595e-96	0.335165252673712	0.773	0.88	9.54777542922885e-92	Rods cell	Rpl18a
3.76392958267062e-115	0.334940773642606	0.49	0.667	7.0152119561815e-111	Rods cell	Rsrp1
7.96458498299591e-73	0.334673557761515	0.18	0.262	1.48443934913078e-68	Rods cell	Rpn1
1.38678902505175e-67	0.334205821313298	0.198	0.261	2.58469738489146e-63	Rods cell	Fam193a
3.3970013672473e-88	0.334058515106959	0.219	0.315	6.33133114827551e-84	Rods cell	Tmem258
2.65429036079233e-76	0.333921218540212	0.217	0.304	4.94706637444475e-72	Rods cell	Ddx1
9.45429474966256e-116	0.333721615558483	0.345	0.493	1.76209145544211e-111	Rods cell	Mrpl20
2.41770814870056e-39	0.333056208600491	0.957	0.975	4.5061244475481e-35	Rods cell	Ubb
4.14685398629207e-115	0.332890211280013	0.334	0.486	7.72890645965116e-111	Rods cell	Use1
2.40662089603649e-123	0.329925244955451	0.407	0.563	4.48546002603282e-119	Rods cell	Eif3h
7.24215630981115e-76	0.329722632885612	0.25	0.345	1.3497930930226e-71	Rods cell	Mtln
1.97113097278603e-66	0.32896570677675	0.193	0.265	3.6737939070786e-62	Rods cell	Tmem106c
6.55512653397288e-115	0.328171880943557	0.549	0.701	1.22174448340186e-110	Rods cell	Atp5a1
4.45984732350587e-29	0.327648646430878	0.252	0.282	8.31226344155025e-25	Rods cell	Cacna2d4
4.57034707115605e-74	0.326218654273589	0.213	0.3	8.51821287122065e-70	Rods cell	Prelid1
1.01023985662056e-111	0.325785117611684	0.271	0.409	1.88288504476939e-107	Rods cell	Ergic3
1.5960415443826e-95	0.324798693861134	0.283	0.408	2.97470223042029e-91	Rods cell	Ndufv1
2.27908590948784e-75	0.322765290992155	0.246	0.335	4.24776031810344e-71	Rods cell	Ss18l2
6.27845959082068e-127	0.322015817748076	0.495	0.66	1.17017929853716e-122	Rods cell	Cox7a2l
1.01562701845946e-93	0.32188741485909	0.296	0.416	1.89292563700475e-89	Rods cell	Psmc3
2.95641474473192e-117	0.32012935036053	0.298	0.459	5.51016580123135e-113	Rods cell	Nipbl
1.85926037723769e-88	0.320030496634714	0.199	0.288	3.46528949109562e-84	Rods cell	Bod1
1.67248406087637e-74	0.317931935916408	0.174	0.257	3.11717579266138e-70	Rods cell	Dnttip2
1.76006831215998e-84	0.317618550525553	0.173	0.269	3.28041532020376e-80	Rods cell	Nfu1
2.71605439512323e-117	0.317197681079771	0.303	0.44	5.06218218163068e-113	Rods cell	Psmd8
4.10241698779686e-73	0.31570565693564	0.836	0.922	7.64608478185579e-69	Rods cell	Rpl21
4.20061887751597e-122	0.315458445499568	0.539	0.711	7.82911346391427e-118	Rods cell	Ndufa2
5.33836082963221e-114	0.315451371573547	0.346	0.495	9.94963691426851e-110	Rods cell	Pcnp
2.43405977570541e-100	0.313630572201466	0.252	0.391	4.53660060995974e-96	Rods cell	Zfp106
1.13164512621016e-104	0.312590815938698	0.275	0.411	2.1091601862305e-100	Rods cell	Rbm8a
4.07019889925055e-117	0.312129357769502	0.326	0.486	7.58603670842318e-113	Rods cell	Sarnp
1.52421366458672e-78	0.31017553810395	0.167	0.258	2.84082942805673e-74	Rods cell	Lpcat1
2.75635903663608e-41	0.30966211288612	0.455	0.505	5.13730197248232e-37	Rods cell	Plekhb1
1.80947051617462e-106	0.308510133669371	0.267	0.4	3.37249114804626e-102	Rods cell	Pfdn6
1.53909343844901e-90	0.307107718659158	0.438	0.622	2.86856235058127e-86	Rods cell	Ankrd12
3.09067576772057e-62	0.306061789688814	0.284	0.363	5.7604014958776e-58	Rods cell	Pkig
1.69692942532676e-110	0.305916595325323	0.367	0.521	3.16273706292402e-106	Rods cell	Ypel3
7.98415360723185e-94	0.30041784572468	0.653	0.788	1.48808654931587e-89	Rods cell	Pfdn5
5.9362738866423e-78	0.299997352626765	0.204	0.322	1.10640272699239e-73	Rods cell	Gramd1b
2.79740950351957e-111	0.298278826193676	0.306	0.458	5.21381183265978e-107	Rods cell	Ubxn4
5.30566699788992e-60	0.297918031254259	0.182	0.267	9.88870215066723e-56	Rods cell	Tmem63b
7.74492518503914e-111	0.297632440632909	0.53	0.698	1.4434991559876e-106	Rods cell	Hsp90b1
6.02930904923717e-114	0.297533088242796	0.36	0.517	1.12374262059682e-109	Rods cell	Pfdn2
2.65263398229064e-118	0.294564800938838	0.314	0.477	4.94397921619329e-114	Rods cell	Snrpf
9.06284494484278e-75	0.293665076479084	0.196	0.299	1.6891330408198e-70	Rods cell	Nbea
2.42414591300517e-72	0.292694906452436	0.174	0.278	4.51812315265903e-68	Rods cell	Fam126b
2.00433401420436e-103	0.291625860709474	0.247	0.388	3.73567773567409e-99	Rods cell	Tm2d1
2.76387186639174e-61	0.291300431876403	0.592	0.681	5.15130438458093e-57	Rods cell	Atp5mpl
3.43533467192388e-100	0.290719591916311	0.254	0.401	6.40277676153172e-96	Rods cell	Tmem167
3.37560096667938e-59	0.288553262553755	0.421	0.531	6.29144508169703e-55	Rods cell	Rora
5.31035649078715e-45	0.287221733960549	0.306	0.37	9.89744242752908e-41	Rods cell	Sv2b
5.35669108034138e-78	0.287200278733252	0.222	0.332	9.98380083554027e-74	Rods cell	Dync1h1
6.97611775960403e-110	0.287108763162657	0.32	0.481	1.300208828035e-105	Rods cell	Mbnl2
1.88740326018841e-81	0.286030205407088	0.759	0.869	3.51774219633916e-77	Rods cell	Rpl7
6.42285599783845e-90	0.285014134775563	0.26	0.385	1.19709190087713e-85	Rods cell	Pbrm1
3.44116142068088e-103	0.284533778670783	0.314	0.466	6.41363665586502e-99	Rods cell	Gpbp1
9.51439317281552e-77	0.283521567641377	0.209	0.31	1.77329259954936e-72	Rods cell	Paip1
3.46946962268022e-72	0.282914599693951	0.171	0.26	6.46639748275139e-68	Rods cell	Yif1b
3.40019460633544e-78	0.281925663789576	0.198	0.295	6.33728270728799e-74	Rods cell	Ccdc124
7.32420611930674e-34	0.280982424697544	0.22	0.261	1.36508553651639e-29	Rods cell	Snap91
8.61380757965799e-63	0.279072641819048	0.194	0.276	1.60544145669666e-58	Rods cell	Mapre3
8.52733875032191e-89	0.27783882185547	0.176	0.282	1.589325396285e-84	Rods cell	Tex261
1.95303172241438e-42	0.275308206461326	0.884	0.925	3.64006052423593e-38	Rods cell	Eif1
8.3681922330125e-93	0.272613583695567	0.267	0.41	1.55966366838887e-88	Rods cell	Hnrnpl
4.72808979445422e-121	0.272527467139163	0.371	0.552	8.81221375890378e-117	Rods cell	Snrpd2
6.82409043436352e-107	0.272410352809152	0.571	0.729	1.27187397515667e-102	Rods cell	Srsf3
2.29393426140971e-79	0.271648035795051	0.167	0.274	4.27543467641543e-75	Rods cell	Ccpg1
3.24680950897891e-113	0.271073391618106	0.47	0.646	6.05140356283489e-109	Rods cell	Ndufb3
3.0501444120411e-76	0.270741072422026	0.249	0.373	5.6848591551622e-72	Rods cell	Map2
9.92900277465784e-88	0.270502542047155	0.191	0.312	1.85056753714073e-83	Rods cell	Polr2a
4.13239753181287e-79	0.270375632865434	0.218	0.323	7.70196251979283e-75	Rods cell	Gabarapl1
1.50317215020399e-30	0.268423232168414	0.285	0.326	2.80161225355021e-26	Rods cell	Crb1
2.27311692628684e-85	0.268339486022979	0.203	0.324	4.23663532721342e-81	Rods cell	Med13
1.94421544669933e-67	0.268073795879758	0.802	0.899	3.62362874955821e-63	Rods cell	Rps7
3.21682648496081e-89	0.267338376223922	0.252	0.379	5.99552120266997e-85	Rods cell	Ndufs8
1.59791720988645e-85	0.266494364455518	0.213	0.34	2.97819809578637e-81	Rods cell	Zcchc17
8.6826788474406e-65	0.26484229396385	0.189	0.272	1.61827768358598e-60	Rods cell	Pdcl3
4.75966552749838e-107	0.264662388483032	0.372	0.525	8.87106461015149e-103	Rods cell	Ndufs6
3.88336139534016e-98	0.26420203791209	0.288	0.427	7.23780896863499e-94	Rods cell	Pabpc1
5.41242549676253e-58	0.263335593318667	0.169	0.25	1.0087678640866e-53	Rods cell	Apopt1
5.47415740604784e-93	0.262322645745728	0.229	0.355	1.0202734573392e-88	Rods cell	Amd1
7.47758407340398e-108	0.26162046897646	0.575	0.749	1.39367211960103e-103	Rods cell	Ndufb9
1.15398907967381e-92	0.260214937026442	0.627	0.775	2.15080484669605e-88	Rods cell	Rps26
4.2623377351134e-68	0.260020561514205	0.168	0.255	7.94414507070435e-64	Rods cell	Eif4b
3.59190495599245e-106	0.257328483508242	0.546	0.713	6.69459245697873e-102	Rods cell	Atp5f1
7.17254885419434e-95	0.256369769925666	0.353	0.506	1.33681965544474e-90	Rods cell	Ube2e3
1.11182871816821e-109	0.254972254735668	0.313	0.462	2.0722263649219e-105	Rods cell	Rtraf
5.13729216791745e-92	0.254578982263776	0.5	0.649	9.57488514256455e-88	Rods cell	Rps28
1.47643051986611e-116	0.252129026043009	0.308	0.476	2.75177120292646e-112	Rods cell	Bcas2
1.54750616561056e-88	0.251985764976707	0.238	0.367	2.88424199146497e-84	Rods cell	Mrpl14
4.16130194675501e-108	0.251429775034413	0.572	0.741	7.75583456836199e-104	Rods cell	Ubl5
5.68805425813897e-107	0.250533663846349	0.26	0.424	1.06013955263194e-102	Rods cell	Ccdc12
1.04145437408995e-69	0.24903597486722	0.169	0.261	1.94106266242884e-65	Rods cell	Vmp1
2.5467302886624e-79	0.248620631325068	0.17	0.277	4.74659591200898e-75	Rods cell	Dctn6
1.89726515564984e-49	0.248433609932985	0.878	0.925	3.53612279710016e-45	Rods cell	Tpt1
6.38796765599401e-81	0.248076970181386	0.181	0.297	1.19058941172416e-76	Rods cell	Napg
4.77751363942483e-108	0.246580182105843	0.508	0.69	8.90432992116e-104	Rods cell	Ndufb7
1.52391832560727e-85	0.246553739031589	0.677	0.812	2.84027897526683e-81	Rods cell	Rps6
1.82504534710796e-63	0.244790596234381	0.17	0.262	3.40151951793982e-59	Rods cell	Ppp2r5e
1.91680767116202e-123	0.243842622525754	0.48	0.674	3.57254613751178e-119	Rods cell	Clta
7.53480407075235e-78	0.243452403456118	0.181	0.287	1.40433678270682e-73	Rods cell	Pcna
3.31850564328738e-84	0.242474886365077	0.305	0.447	6.18503081795903e-80	Rods cell	Sh3glb1
3.85029667662457e-120	0.242278263120618	0.438	0.631	7.17618294589287e-116	Rods cell	Psma3
5.10413967976002e-90	0.241529602205478	0.674	0.821	9.51309553513673e-86	Rods cell	Rpl29
1.68732196461214e-25	0.241519018305823	0.302	0.333	3.1448306776441e-21	Rods cell	Slc16a1
1.4851994784735e-76	0.241512386852275	0.217	0.328	2.7681147879789e-72	Rods cell	Ntan1
2.18568810367702e-47	0.241196340168158	0.213	0.313	4.07368548763322e-43	Rods cell	Unc13b
1.05535264252153e-91	0.240766992440481	0.619	0.793	1.96696625513162e-87	Rods cell	Son
1.8212665249725e-51	0.240249994319137	0.177	0.26	3.39447654924375e-47	Rods cell	Atp2c1
2.83209032458811e-62	0.239729004633187	0.293	0.405	5.27844994696733e-58	Rods cell	1190005I06Rik
1.13975880602299e-79	0.23788431826209	0.151	0.254	2.12428246266564e-75	Rods cell	Max
1.08553437411603e-78	0.237328657208096	0.187	0.307	2.02321896647746e-74	Rods cell	Acsl6
8.29984670103376e-69	0.236593106946272	0.191	0.287	1.54692542813867e-64	Rods cell	Med19
4.87147814074157e-106	0.236531541706539	0.504	0.668	9.07946095871414e-102	Rods cell	Rpl4
4.01218532912358e-96	0.23438715455172	0.696	0.847	7.47791101642054e-92	Rods cell	Rpl27
3.99378489101841e-84	0.232790732370368	0.236	0.365	7.44361627988012e-80	Rods cell	Emc6
2.78908222976474e-117	0.232754476883376	0.376	0.579	5.19829145983552e-113	Rods cell	Srrm1
7.420097242851e-89	0.230562460855704	0.179	0.3	1.38295772412257e-84	Rods cell	Btbd1
1.49991907732038e-91	0.230256377407225	0.231	0.371	2.79554917630972e-87	Rods cell	Chchd7
1.41421958129035e-117	0.230110767634638	0.552	0.74	2.63582245560896e-113	Rods cell	Atp5j2
2.47338351666909e-87	0.229878491758322	0.198	0.323	4.60989219836785e-83	Rods cell	Lin7c
1.36566040619619e-57	0.229153325666691	0.81	0.901	2.54531786506846e-53	Rods cell	Rpl26
4.01106238574644e-67	0.229115220712418	0.781	0.885	7.47581807455422e-63	Rods cell	Chchd2
1.77061209984262e-69	0.228638709027646	0.767	0.88	3.30006683168667e-65	Rods cell	Rps18
5.84752783672108e-78	0.227681717376796	0.198	0.321	1.08986223820807e-73	Rods cell	Stag2
9.98448464424094e-99	0.226965932660837	0.253	0.401	1.86090824799363e-94	Rods cell	Emc4
1.15483973549707e-73	0.22657091383727	0.16	0.258	2.15239029901944e-69	Rods cell	Mpdu1
4.91498316556103e-97	0.226398971835181	0.191	0.333	9.16054562397265e-93	Rods cell	Rsl1d1
2.5407453006916e-86	0.224865109740877	0.16	0.282	4.735441091429e-82	Rods cell	Nr3c1
2.37501769792828e-51	0.22333191720473	0.221	0.303	4.42655798539873e-47	Rods cell	C1qtnf4
5.56411292348101e-102	0.223035473460105	0.306	0.478	1.03703936667839e-97	Rods cell	Pfdn1
2.89836167873409e-86	0.222990079494458	0.214	0.343	5.4019664968246e-82	Rods cell	Tspan5
2.86118978947238e-85	0.22204481232224	0.18	0.314	5.33268552961863e-81	Rods cell	Ubxn2a
8.76500219204828e-123	0.221581836672061	0.328	0.557	1.63362110855396e-118	Rods cell	Camk2d
3.03458927726233e-67	0.221291224743166	0.757	0.872	5.65586749496153e-63	Rods cell	Rps15a
2.9108636147674e-78	0.22064879433555	0.585	0.728	5.42526760520349e-74	Rods cell	Serf2
3.47434657134543e-57	0.219341500824471	0.855	0.937	6.47548713967362e-53	Rods cell	Rps29
2.21536545396486e-61	0.218451945250391	0.162	0.256	4.12899813309971e-57	Rods cell	Snrpa1
6.31576288154219e-102	0.218350717190744	0.427	0.603	1.17713188586183e-97	Rods cell	Tubb5
9.73148004159354e-101	0.217458878293536	0.234	0.386	1.8137532501522e-96	Rods cell	Ier3ip1
2.27023727928083e-99	0.21599153312279	0.298	0.464	4.23126824112362e-95	Rods cell	Snrpg
3.01876462803094e-37	0.213994589516133	0.203	0.264	5.62637351372407e-33	Rods cell	Gas6
2.13308953109404e-93	0.212989318258025	0.236	0.389	3.97565226805308e-89	Rods cell	Cox16
8.26888358372309e-77	0.212193968004734	0.166	0.272	1.54115452233431e-72	Rods cell	Snf8
3.65790621874235e-58	0.211912997394692	0.864	0.947	6.817605610492e-54	Rods cell	Rps24
6.87005409664851e-97	0.211551017858117	0.244	0.404	1.28044068253335e-92	Rods cell	Dync1i2
2.47806298541374e-67	0.20911047222207	0.161	0.265	4.61861379221413e-63	Rods cell	4833439L19Rik
1.44755268734357e-56	0.207354500615892	0.164	0.258	2.69794869867094e-52	Rods cell	Mpdz
1.42541646977669e-118	0.206967960671061	0.431	0.644	2.6566912163698e-114	Rods cell	Ssb
4.75694367847704e-72	0.206350478570105	0.229	0.347	8.8659916279455e-68	Rods cell	Cebpzos
1.26438707709689e-104	0.206266482485379	0.271	0.447	2.35656463429319e-100	Rods cell	Scaf11
6.38086827407286e-101	0.205468286015139	0.33	0.503	1.1892662289217e-96	Rods cell	Ndufa1
2.87277999130793e-93	0.203785596980326	0.239	0.393	5.35428734779971e-89	Rods cell	Polr2k
1.64578279612325e-69	0.202967319418665	0.15	0.252	3.06740997541452e-65	Rods cell	Dnajb2
5.87035279365052e-73	0.202528252713955	0.18	0.302	1.09411635368058e-68	Rods cell	Bnip2
5.22582427231833e-91	0.202516184241169	0.176	0.311	9.7398912787469e-87	Rods cell	Mrpl18
2.81285524885849e-65	0.202444482673676	0.777	0.887	5.24259961282246e-61	Rods cell	Rps16
4.86149108686768e-108	0.201445820687059	0.441	0.612	9.06084708770398e-104	Rods cell	H2afv
1.47294293642574e-82	0.20121963964969	0.216	0.346	2.7452710449103e-78	Rods cell	Hnrnpab
3.00022062087516e-85	0.200574889672549	0.222	0.353	5.59181119318713e-81	Rods cell	Immp1l
5.93773066530834e-96	0.199199400857953	0.612	0.775	1.10667424140017e-91	Rods cell	Ywhae
3.38721215933899e-114	0.198651797971055	0.26	0.451	6.313086022576e-110	Rods cell	Ccdc47
2.36091498612181e-84	0.198543508960235	0.223	0.362	4.40027335113384e-80	Rods cell	Taf10
2.24587983092337e-84	0.19843985473688	0.217	0.368	4.18587082887497e-80	Rods cell	Tmx1
2.68432505294809e-116	0.198129814317	0.492	0.697	5.00304503368465e-112	Rods cell	Eef2
1.60121252508088e-101	0.198049525154874	0.624	0.798	2.98433990424574e-97	Rods cell	Atp5l
6.78053085148349e-59	0.197946948594237	0.203	0.319	1.26375534009949e-54	Rods cell	Cuedc1
2.57524333836568e-96	0.197572573706258	0.178	0.337	4.79973853404596e-92	Rods cell	Esf1
5.9501337119377e-111	0.197451021432664	0.292	0.481	1.10898592123095e-106	Rods cell	Zfand6
6.19115906882494e-60	0.197337590990813	0.165	0.271	1.15390822724759e-55	Rods cell	Ddit4
2.99385358834776e-72	0.196944861468533	0.234	0.379	5.57994431796255e-68	Rods cell	Fyco1
3.53893282088132e-50	0.196781898060474	0.35	0.453	6.5958629915586e-46	Rods cell	Hprt
2.45065859060859e-93	0.196182032691187	0.322	0.485	4.5675374811763e-89	Rods cell	Ap2m1
7.18382628256341e-84	0.195997391654046	0.159	0.286	1.33892154254417e-79	Rods cell	Nae1
3.80896743589943e-89	0.195688386584845	0.261	0.418	7.09915350702936e-85	Rods cell	Pbx1
5.2349339658766e-76	0.194835546974454	0.134	0.254	9.75686992560082e-72	Rods cell	Jarid2
2.39312487926174e-71	0.19429372859616	0.172	0.287	4.46030614996803e-67	Rods cell	Khdrbs1
3.85403942873595e-75	0.193877697264642	0.143	0.261	7.18315868727806e-71	Rods cell	Rbm27
1.158610479524e-85	0.193857767933455	0.182	0.337	2.15941821173683e-81	Rods cell	Frmd4b
7.5721616734287e-68	0.193167895094791	0.186	0.302	1.41129949269364e-63	Rods cell	Cnih1
3.02001854460392e-100	0.192943143488549	0.28	0.447	5.62871056343278e-96	Rods cell	Cyc1
1.71066882579949e-75	0.192175073578845	0.183	0.303	3.18834455752509e-71	Rods cell	Kifap3
5.77169883236283e-98	0.191616413006749	0.213	0.37	1.07572922837578e-93	Rods cell	Tcea1
6.3353870536676e-47	0.19042019995	0.828	0.911	1.18078943906257e-42	Rods cell	Rps14
3.84365919849093e-72	0.18911728785381	0.155	0.266	7.16381201414739e-68	Rods cell	Phb2
1.49941236319949e-66	0.188966478514286	0.161	0.272	2.79460476253121e-62	Rods cell	Upf3a
1.41922391849998e-98	0.188756726101116	0.129	0.284	2.64514953930027e-94	Rods cell	Stag1
3.01555475798445e-103	0.188509588964836	0.225	0.404	5.62039095793142e-99	Rods cell	Ccdc59
1.06489666220093e-55	0.187488103166102	0.204	0.309	1.98475439901009e-51	Rods cell	Chd7
2.31557983845186e-83	0.186746604066903	0.195	0.335	4.31577770290657e-79	Rods cell	Unc50
6.11952946923623e-68	0.185248823089757	0.192	0.31	1.14055790247625e-63	Rods cell	Mrpl57
6.87432784689022e-115	0.184010890459291	0.303	0.488	1.2812372241034e-110	Rods cell	Psmc5
1.71494047118473e-89	0.182949865601019	0.219	0.365	3.19630605019411e-85	Rods cell	Nsmce4a
3.01898700657378e-77	0.182854408285647	0.213	0.335	5.62678798285222e-73	Rods cell	Coq7
3.28963465454545e-82	0.18282593964195	0.154	0.273	6.13122106914182e-78	Rods cell	Eif4a3
1.66102712564267e-64	0.182363476627289	0.159	0.262	3.0958223567728e-60	Rods cell	Trip12
5.069282061684e-66	0.180568090043278	0.185	0.292	9.44812790656664e-62	Rods cell	Yeats4
5.31149584663849e-101	0.180526359709447	0.215	0.379	9.89956595896481e-97	Rods cell	Eif3m
2.45926615163161e-105	0.180463313409643	0.43	0.62	4.583580253411e-101	Rods cell	Tomm6
1.38403507795689e-126	0.180082095756682	0.175	0.384	2.57956457829605e-122	Rods cell	Zcchc7
1.9356944729992e-99	0.180080016206208	0.572	0.748	3.6077473587759e-95	Rods cell	Ndufa7
1.00047928921526e-90	0.178338725932686	0.379	0.553	1.8646932992394e-86	Rods cell	Hnrnpa1
1.9774301175251e-77	0.177746930083462	0.162	0.287	3.68553425304329e-73	Rods cell	Naa38
1.21146045510634e-104	0.17732010563805	0.383	0.563	2.2579199962272e-100	Rods cell	Eef1g
4.92696665332954e-44	0.177268886089602	0.172	0.251	9.18288044847559e-40	Rods cell	Dusp8
2.08831406321023e-83	0.176318507963939	0.193	0.317	3.89219975101122e-79	Rods cell	Lsm12
4.69928197984912e-88	0.176253578797787	0.569	0.735	8.75852175404279e-84	Rods cell	Rpl23a
3.02991475969607e-103	0.175694586791481	0.199	0.385	5.64715512912153e-99	Rods cell	Rtf1
9.20082479695081e-106	0.175676312264978	0.569	0.762	1.71484972565569e-101	Rods cell	Atp5e
3.5454055742935e-84	0.173900529292859	0.225	0.368	6.60792690936822e-80	Rods cell	Hpf1
4.73498689647948e-100	0.171637805021262	0.481	0.676	8.82506857765845e-96	Rods cell	Cox7b
5.13637926484897e-110	0.171455737813576	0.363	0.574	9.57318367382551e-106	Rods cell	Timm8b
1.03397180478063e-73	0.169741185593947	0.203	0.326	1.92711664975014e-69	Rods cell	Aktip
1.43951798986405e-105	0.16913145343907	0.236	0.409	2.68297362950862e-101	Rods cell	Rnf11
4.72911653228876e-117	0.169095176904276	0.175	0.353	8.81412739287978e-113	Rods cell	Add1
2.5482348172578e-54	0.168769320642994	0.171	0.274	4.74940005240508e-50	Rods cell	Mllt6
1.10538673722491e-52	0.168569468514039	0.162	0.252	2.06021980083979e-48	Rods cell	Fgd4
1.67867758270274e-77	0.168495172013599	0.189	0.33	3.12871927864137e-73	Rods cell	Ddx46
3.57383446865186e-83	0.168463949785201	0.237	0.394	6.66091268267334e-79	Rods cell	Ormdl3
7.34477191489303e-63	0.167833726953598	0.147	0.251	1.36891858949776e-58	Rods cell	Brd3
1.77755047240133e-77	0.167682177368667	0.693	0.839	3.3129985704616e-73	Rods cell	Rplp2
1.28996503559432e-70	0.166602105032145	0.143	0.253	2.40423683334069e-66	Rods cell	C1qbp
4.76146700288218e-55	0.165863227112529	0.164	0.264	8.87442219997181e-51	Rods cell	Pin4
6.47194941197798e-46	0.165361379968339	0.845	0.927	1.20624193140446e-41	Rods cell	Fau
5.88239639374284e-88	0.164863721244977	0.206	0.35	1.09636103986579e-83	Rods cell	Mrpl51
6.72862650851821e-73	0.163994625547971	0.148	0.275	1.25408140865762e-68	Rods cell	Llph
9.47493452751482e-92	0.163260038040175	0.447	0.626	1.76593829723821e-87	Rods cell	Set
8.84632676355134e-73	0.162867484701258	0.382	0.531	1.6487783821907e-68	Rods cell	Ctsb
1.39388164691514e-116	0.162810364022317	0.33	0.531	2.59791661352044e-112	Rods cell	Tomm7
6.10712533616679e-75	0.162340527352766	0.218	0.358	1.13824602015477e-70	Rods cell	Wasf3
5.98795942402561e-85	0.162188519344607	0.218	0.372	1.11603587744989e-80	Rods cell	Mrpl30
2.7128482728133e-79	0.16100468891142	0.173	0.311	5.05620661086943e-75	Rods cell	Tnks2
1.47231550883559e-81	0.160794040054425	0.179	0.317	2.74410164536778e-77	Rods cell	Cnih4
8.68259132059921e-74	0.160496216470774	0.19	0.32	1.61826137033328e-69	Rods cell	Phf5a
3.44253340183247e-99	0.159492673047263	0.205	0.372	6.41619375433536e-95	Rods cell	Arpp19
2.45192560316493e-75	0.159378576811409	0.205	0.34	4.56989893917879e-71	Rods cell	Timm10b
7.84841575935852e-75	0.159051579631416	0.165	0.288	1.46278772922924e-70	Rods cell	Dld
2.16119246923928e-99	0.15844642882288	0.314	0.501	4.02803052416817e-95	Rods cell	Ewsr1
1.37157383228837e-74	0.158278597570679	0.175	0.302	2.55633930861906e-70	Rods cell	Slc30a9
1.48881829312457e-86	0.158248436638806	0.22	0.372	2.77485953472558e-82	Rods cell	Ctcf
2.56526974233185e-108	0.157743312080144	0.346	0.547	4.7811497457581e-104	Rods cell	Ndufb2
1.31957703671246e-84	0.157425308860403	0.236	0.388	2.45942768102468e-80	Rods cell	Tmem30a
2.31611048437018e-126	0.157397844589115	0.469	0.696	4.31676672076913e-122	Rods cell	Rbx1
2.71938054073867e-60	0.156817685722448	0.179	0.281	5.06838145182874e-56	Rods cell	Selenoh
1.05198358527195e-103	0.155660374290254	0.297	0.486	1.96068700622985e-99	Rods cell	Zfp91
