source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
Müller glia	Pericytes	Il34	Csf1r	5.72320311621849e-06	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Pericytes	Il34	Csf1r	0.00061453166290692	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Retinal ganglion cells	Pericytes	Il34	Csf1r	4.66910045599855e-06	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Pericytes	Il34	Csf1r	8.10046997625501e-06	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Retinal ganglion cells	Il34	Csf1r	9.03259280881733e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Retinal ganglion cells	Il34	Csf1r	3.58249906069146e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Retinal ganglion cells	Il34	Csf1r	3.84892203479628e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Retinal ganglion cells	Il34	Csf1r	5.07058550291452e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Rods cell	Il34	Csf1r	1.66192216846583e-06	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Rods cell	Il34	Csf1r	7.08133699648224e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Cones	Vascular endothelial cells	Il34	Csf1r	3.75596062942023e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Vascular endothelial cells	Il34	Csf1r	0.000156697509224298	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Vascular endothelial cells	Il34	Csf1r	6.21533382992658e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Vascular endothelial cells	Il34	Csf1r	6.67736810760957e-05	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Retinal ganglion cells	Vascular endothelial cells	Il34	Csf1r	5.07058550291452e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Vascular endothelial cells	Il34	Csf1r	8.79703738460636e-07	0	IL34_CSF1R	Il34  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Bipolar cells	Csf1	Csf1r	3.37447627043716e-05	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Bipolar cells	Csf1	Csf1r	1.80450956144235e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Cones	Csf1	Csf1r	6.79074204154335e-05	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Cones	Csf1	Csf1r	3.63148359298753e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Cones	Csf1	Csf1r	3.75596062942023e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Bipolar cells	Microglia	Csf1	Csf1r	3.32486789161708e-05	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Cones	Microglia	Csf1	Csf1r	6.69091429441097e-05	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Microglia	Csf1	Csf1r	0.0275562534808292	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Microglia	Csf1	Csf1r	0.000110715895122777	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Microglia	Csf1	Csf1r	0.00151299341639369	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Retinal ganglion cells	Microglia	Csf1	Csf1r	9.03259280881733e-05	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Rods cell	Microglia	Csf1	Csf1r	1.66192216846583e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Microglia	Csf1	Csf1r	0.000156697509224298	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Müller glia	Csf1	Csf1r	0.000112367691344372	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Müller glia	Csf1	Csf1r	4.3912933413405e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Müller glia	Csf1	Csf1r	6.00933740680896e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Retinal ganglion cells	Müller glia	Csf1	Csf1r	3.58249906069146e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Müller glia	Csf1	Csf1r	6.21533382992658e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Bipolar cells	Pericytes	Csf1	Csf1r	1.71858758768777e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Cones	Pericytes	Csf1	Csf1r	3.45857029747706e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Pericytes	Csf1	Csf1r	0.00146252613135079	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Pericytes	Csf1	Csf1r	5.72320311621849e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Pericytes	Csf1	Csf1r	7.83148626769188e-05	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Retinal ganglion cells	Pericytes	Csf1	Csf1r	4.66910045599855e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Pericytes	Csf1	Csf1r	8.10046997625501e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Retinal ganglion cells	Csf1	Csf1r	9.16735495338209e-05	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Retinal ganglion cells	Csf1	Csf1r	3.58249906069146e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Retinal ganglion cells	Csf1	Csf1r	4.90253463581525e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Retinal ganglion cells	Csf1	Csf1r	5.07058550291452e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Rods cell	Csf1	Csf1r	1.68671951690594e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Cones	Vascular endothelial cells	Csf1	Csf1r	3.75596062942023e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Microglia	Vascular endothelial cells	Csf1	Csf1r	0.00015903520674246	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Müller glia	Vascular endothelial cells	Csf1	Csf1r	6.21533382992658e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Pericytes	Vascular endothelial cells	Csf1	Csf1r	8.50545585521906e-06	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Retinal ganglion cells	Vascular endothelial cells	Csf1	Csf1r	5.07058550291452e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Vascular endothelial cells	Csf1	Csf1r	8.79703738460636e-07	0	CSF1_CSF1R	Csf1  - Csf1r	CSF	Secreted Signaling	KEGG: mmu04060
Vascular endothelial cells	Müller glia	Nampt	Insr	0.00146996931938021	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838
Vascular endothelial cells	Vascular endothelial cells	Nampt	Insr	0.00168690506384736	0	NAMPT_INSR	Nampt  - Insr	VISFATIN	Secreted Signaling	PMID: 28490838
Müller glia	Cones	Mdk	Sdc2	0.00211283206286493	0	MDK_SDC2	Mdk  - Sdc2	MK	Secreted Signaling	PMID: 28356350
Müller glia	Müller glia	Mdk	Sdc2	0.00365952187685887	0	MDK_SDC2	Mdk  - Sdc2	MK	Secreted Signaling	PMID: 28356350
Müller glia	Pericytes	Mdk	Sdc2	0.018770541416938	0	MDK_SDC2	Mdk  - Sdc2	MK	Secreted Signaling	PMID: 28356350
Müller glia	Cones	Mdk	Sdc4	0.00384785006868402	0	MDK_SDC4	Mdk  - Sdc4	MK	Secreted Signaling	PMID: 28356350
Müller glia	Müller glia	Mdk	Sdc4	0.00375119462616046	0	MDK_SDC4	Mdk  - Sdc4	MK	Secreted Signaling	PMID: 28356350
Müller glia	Bipolar cells	Mdk	Ptprz1	0.0174041939464432	0	MDK_PTPRZ1	Mdk  - Ptprz1	MK	Secreted Signaling	PMID: 28356350
Müller glia	Pericytes	Mdk	ITGA4_ITGB1	0.00528577249161104	0	MDK_ITGA4_ITGB1	Mdk  - (Itga4+Itgb1)	MK	Secreted Signaling	PMID: 28356350
Müller glia	Vascular endothelial cells	Mdk	ITGA6_ITGB1	0.00501510797193398	0	MDK_ITGA6_ITGB1	Mdk  - (Itga6+Itgb1)	MK	Secreted Signaling	PMID: 28356350
Müller glia	Microglia	Mdk	Lrp1	0.00229966864749525	0	MDK_LRP1	Mdk  - Lrp1	MK	Secreted Signaling	PMID: 28356350
Müller glia	Müller glia	Mdk	Lrp1	0.00435735995956879	0	MDK_LRP1	Mdk  - Lrp1	MK	Secreted Signaling	PMID: 28356350
Müller glia	Pericytes	Mdk	Lrp1	0.0144926888280754	0	MDK_LRP1	Mdk  - Lrp1	MK	Secreted Signaling	PMID: 28356350
Müller glia	Bipolar cells	Mdk	Ncl	0.0225277809954278	0	MDK_NCL	Mdk  - Ncl	MK	Secreted Signaling	PMID: 28356350
Müller glia	Cones	Mdk	Ncl	0.0243267484734457	0	MDK_NCL	Mdk  - Ncl	MK	Secreted Signaling	PMID: 28356350
Müller glia	Microglia	Mdk	Ncl	0.00531753054991803	0	MDK_NCL	Mdk  - Ncl	MK	Secreted Signaling	PMID: 28356350
Müller glia	Müller glia	Mdk	Ncl	0.0148491211430227	0	MDK_NCL	Mdk  - Ncl	MK	Secreted Signaling	PMID: 28356350
Müller glia	Pericytes	Mdk	Ncl	0.0148904797582458	0	MDK_NCL	Mdk  - Ncl	MK	Secreted Signaling	PMID: 28356350
Müller glia	Retinal ganglion cells	Mdk	Ncl	0.0262252209773749	0	MDK_NCL	Mdk  - Ncl	MK	Secreted Signaling	PMID: 28356350
Müller glia	Rods cell	Mdk	Ncl	0.00734489381486049	0	MDK_NCL	Mdk  - Ncl	MK	Secreted Signaling	PMID: 28356350
Müller glia	Vascular endothelial cells	Mdk	Ncl	0.0131910332336381	0	MDK_NCL	Mdk  - Ncl	MK	Secreted Signaling	PMID: 28356350
Müller glia	Bipolar cells	Ptn	Ptprz1	0.146176342262307	0	PTN_PTPRZ1	Ptn  - Ptprz1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Pericytes	Bipolar cells	Ptn	Ptprz1	0.0225427544668729	0	PTN_PTPRZ1	Ptn  - Ptprz1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Bipolar cells	Ptn	Ptprz1	0.094814183560187	0	PTN_PTPRZ1	Ptn  - Ptprz1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Cones	Ptn	Sdc2	0.0200546594379161	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Cones	Ptn	Sdc2	0.0123661938264025	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Müller glia	Ptn	Sdc2	0.0342843363314701	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Müller glia	Ptn	Sdc2	0.0212589082029198	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Pericytes	Ptn	Sdc2	0.156046683767725	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Pericytes	Pericytes	Ptn	Sdc2	0.0243025362656222	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Pericytes	Ptn	Sdc2	0.101629179661338	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Pericytes	Ptn	Sdc3	0.0329607349211281	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Pericytes	Pericytes	Ptn	Sdc3	0.00457049870389664	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Pericytes	Ptn	Sdc3	0.020427537165832	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Vascular endothelial cells	Ptn	Sdc3	0.0219347077999431	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Pericytes	Vascular endothelial cells	Ptn	Sdc3	0.00301199497574924	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Vascular endothelial cells	Ptn	Sdc3	0.0135354331732423	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Cones	Ptn	Sdc4	0.0359917619935809	0	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Cones	Ptn	Sdc4	0.0223326438795309	0	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Müller glia	Ptn	Sdc4	0.0351161362725432	0	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Müller glia	Ptn	Sdc4	0.0217818155973863	0	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Bipolar cells	Ptn	Ncl	0.182180315634136	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Bipolar cells	Ptn	Ncl	0.119944567273658	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Cones	Ptn	Ncl	0.194195532637015	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Cones	Ptn	Ncl	0.128500126621344	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Microglia	Ptn	Ncl	0.0491332066473247	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Müller glia	Ptn	Ncl	0.127163072136052	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Müller glia	Ptn	Ncl	0.0818412648739335	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Pericytes	Ptn	Ncl	0.127476775177986	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Pericytes	Ptn	Ncl	0.0820536726168879	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Retinal ganglion cells	Ptn	Ncl	0.20654430097915	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Retinal ganglion cells	Ptn	Ncl	0.137383603761204	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Rods cell	Ptn	Ncl	0.0667448030527967	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Rods cell	Ptn	Ncl	0.0419222382384385	0.01	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Müller glia	Vascular endothelial cells	Ptn	Ncl	0.114420345784384	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Vascular endothelial cells	Ptn	Ncl	0.073258949915716	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
Vascular endothelial cells	Pericytes	Edn1	Ednra	0.015282060020319	0	EDN1_EDNRA	Edn1  - Ednra	EDN	Secreted Signaling	KEGG: mmu04080
Pericytes	Pericytes	Kitl	Kit	0.00156355396446714	0	KITL_KIT	Kitl  - Kit	KIT	Secreted Signaling	KEGG: mmu04080
Vascular endothelial cells	Pericytes	Kitl	Kit	0.00577547335104966	0	KITL_KIT	Kitl  - Kit	KIT	Secreted Signaling	KEGG: mmu04080
Pericytes	Vascular endothelial cells	Kitl	Kit	0.00576789275020021	0	KITL_KIT	Kitl  - Kit	KIT	Secreted Signaling	KEGG: mmu04080
Vascular endothelial cells	Vascular endothelial cells	Kitl	Kit	0.0210665407360282	0	KITL_KIT	Kitl  - Kit	KIT	Secreted Signaling	KEGG: mmu04080
Retinal ganglion cells	Bipolar cells	Bdnf	Ntrk2	0.0147969685357217	0	BDNF_NTRK2	Bdnf  - Ntrk2	NT	Secreted Signaling	PMID: 27908981
Müller glia	Müller glia	Sema3a	NRP1_PLXNA2	2.90630211056015e-06	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Pericytes	Müller glia	Sema3a	NRP1_PLXNA2	3.45479581527219e-05	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Retinal ganglion cells	Müller glia	Sema3a	NRP1_PLXNA2	4.60960185016522e-05	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Müller glia	Sema3a	NRP1_PLXNA2	9.35287587284814e-05	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Müller glia	Pericytes	Sema3a	NRP1_PLXNA2	3.15093812756913e-05	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Pericytes	Pericytes	Sema3a	NRP1_PLXNA2	0.000374443486506874	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Retinal ganglion cells	Pericytes	Sema3a	NRP1_PLXNA2	0.000499548857317899	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Pericytes	Sema3a	NRP1_PLXNA2	0.00101311120893688	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Müller glia	Retinal ganglion cells	Sema3a	NRP1_PLXNA2	4.39373157206126e-05	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Pericytes	Retinal ganglion cells	Sema3a	NRP1_PLXNA2	0.000522060921096214	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Retinal ganglion cells	Retinal ganglion cells	Sema3a	NRP1_PLXNA2	0.00069645241342303	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Retinal ganglion cells	Sema3a	NRP1_PLXNA2	0.00141215591715645	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Müller glia	Vascular endothelial cells	Sema3a	NRP1_PLXNA2	9.75311308651672e-05	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Pericytes	Vascular endothelial cells	Sema3a	NRP1_PLXNA2	0.0011581843819456	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Retinal ganglion cells	Vascular endothelial cells	Sema3a	NRP1_PLXNA2	0.00154474089288821	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Vascular endothelial cells	Sema3a	NRP1_PLXNA2	0.00312945100685202	0	SEMA3A_NRP1_PLXNA2	Sema3a  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Müller glia	Sema3c	NRP1_PLXNA2	0.000198552466988238	0	SEMA3C_NRP1_PLXNA2	Sema3c  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Pericytes	Sema3c	NRP1_PLXNA2	0.00214851788603317	0	SEMA3C_NRP1_PLXNA2	Sema3c  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Retinal ganglion cells	Sema3c	NRP1_PLXNA2	0.00299343703154034	0	SEMA3C_NRP1_PLXNA2	Sema3c  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Vascular endothelial cells	Sema3c	NRP1_PLXNA2	0.00662094718931021	0	SEMA3C_NRP1_PLXNA2	Sema3c  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
Vascular endothelial cells	Vascular endothelial cells	Sema3c	Plxnd1	0.00249498886072526	0	SEMA3C_PLXND1	Sema3c  - Plxnd1	SEMA3	Secreted Signaling	PMID: 27533782
Bipolar cells	Pericytes	Gas6	Axl	0.0048460573868927	0	GAS6_AXL	Gas6  - Axl	GAS	Secreted Signaling	PMID: 27801848
Cones	Pericytes	Gas6	Axl	0.00521925495421685	0	GAS6_AXL	Gas6  - Axl	GAS	Secreted Signaling	PMID: 27801848
Retinal ganglion cells	Pericytes	Gas6	Axl	0.0319139363233478	0	GAS6_AXL	Gas6  - Axl	GAS	Secreted Signaling	PMID: 27801848
Vascular endothelial cells	Pericytes	Gas6	Axl	0.0059014597702382	0	GAS6_AXL	Gas6  - Axl	GAS	Secreted Signaling	PMID: 27801848
Vascular endothelial cells	Microglia	Lgals9	Ptprc	0.00223057967586092	0	LGALS9_CD45	Lgals9  - Cd45	GALECTIN	Secreted Signaling	PMID: 30120235
Vascular endothelial cells	Microglia	Lgals9	Ighm	0.00180354159657577	0	LGALS9_IGHM	Lgals9  - Ighm	GALECTIN	Secreted Signaling	PMID: 30120235
Müller glia	Pericytes	Pros1	Axl	0.00256528907195698	0	PROS1_AXL	Pros1  - Axl	PROS	Secreted Signaling	PMID: 29531161
Vascular endothelial cells	Pericytes	Pros1	Axl	0.00259884386644613	0	PROS1_AXL	Pros1  - Axl	PROS	Secreted Signaling	PMID: 29531161
Bipolar cells	Müller glia	Psap	Gpr37	0.0982955163164107	0	PSAP_GPR37	Psap  - Gpr37	PSAP	Secreted Signaling	PMID: 23690594
Cones	Müller glia	Psap	Gpr37	0.0756671462656773	0	PSAP_GPR37	Psap  - Gpr37	PSAP	Secreted Signaling	PMID: 23690594
Microglia	Müller glia	Psap	Gpr37	0.145529145821719	0	PSAP_GPR37	Psap  - Gpr37	PSAP	Secreted Signaling	PMID: 23690594
Müller glia	Müller glia	Psap	Gpr37	0.103493144709442	0	PSAP_GPR37	Psap  - Gpr37	PSAP	Secreted Signaling	PMID: 23690594
Pericytes	Müller glia	Psap	Gpr37	0.0953215611959588	0	PSAP_GPR37	Psap  - Gpr37	PSAP	Secreted Signaling	PMID: 23690594
Retinal ganglion cells	Müller glia	Psap	Gpr37	0.135625331342974	0	PSAP_GPR37	Psap  - Gpr37	PSAP	Secreted Signaling	PMID: 23690594
Vascular endothelial cells	Müller glia	Psap	Gpr37	0.0919343634200732	0	PSAP_GPR37	Psap  - Gpr37	PSAP	Secreted Signaling	PMID: 23690594
Müller glia	Pericytes	Col2a1	ITGA1_ITGB1	0.024144052799711	0	COL2A1_ITGA1_ITGB1	Col2a1  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
Müller glia	Vascular endothelial cells	Col2a1	ITGA1_ITGB1	0.00644399955305908	0	COL2A1_ITGA1_ITGB1	Col2a1  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
Pericytes	Pericytes	Col4a1	ITGA1_ITGB1	0.0996314240008166	0	COL4A1_ITGA1_ITGB1	Col4a1  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
Vascular endothelial cells	Pericytes	Col4a1	ITGA1_ITGB1	0.0716322010684383	0	COL4A1_ITGA1_ITGB1	Col4a1  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
Pericytes	Vascular endothelial cells	Col4a1	ITGA1_ITGB1	0.0281900623440159	0	COL4A1_ITGA1_ITGB1	Col4a1  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
Vascular endothelial cells	Vascular endothelial cells	Col4a1	ITGA1_ITGB1	0.0198257761090436	0	COL4A1_ITGA1_ITGB1	Col4a1  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
Pericytes	Pericytes	Col4a2	ITGA1_ITGB1	0.0768798639159601	0	COL4A2_ITGA1_ITGB1	Col4a2  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
