interaction_name	pathway_name	ligand	receptor	agonist	antagonist	co_A_receptor	co_I_receptor	evidence	annotation	interaction_name_2
WNT4_FZD10_LRP5	WNT	Wnt4	FZD10_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd10+Lrp5)
WNT4_FZD2_LRP5	WNT	Wnt4	FZD2_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd2+Lrp5)
WNT4_FZD3_LRP5	WNT	Wnt4	FZD3_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd3+Lrp5)
WNT4_FZD4_LRP5	WNT	Wnt4	FZD4_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd4+Lrp5)
WNT4_FZD5_LRP5	WNT	Wnt4	FZD5_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd5+Lrp5)
WNT4_FZD6_LRP5	WNT	Wnt4	FZD6_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd6+Lrp5)
WNT4_FZD7_LRP5	WNT	Wnt4	FZD7_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd7+Lrp5)
WNT4_FZD8_LRP5	WNT	Wnt4	FZD8_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd8+Lrp5)
WNT4_FZD9_LRP5	WNT	Wnt4	FZD9_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd9+Lrp5)
WNT6_FZD1_LRP5	WNT	Wnt6	FZD1_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd1+Lrp5)
WNT6_FZD10_LRP5	WNT	Wnt6	FZD10_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd10+Lrp5)
WNT6_FZD2_LRP5	WNT	Wnt6	FZD2_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd2+Lrp5)
WNT6_FZD3_LRP5	WNT	Wnt6	FZD3_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd3+Lrp5)
WNT6_FZD4_LRP5	WNT	Wnt6	FZD4_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd4+Lrp5)
WNT6_FZD5_LRP5	WNT	Wnt6	FZD5_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd5+Lrp5)
WNT6_FZD6_LRP5	WNT	Wnt6	FZD6_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd6+Lrp5)
WNT6_FZD7_LRP5	WNT	Wnt6	FZD7_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd7+Lrp5)
WNT6_FZD8_LRP5	WNT	Wnt6	FZD8_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd8+Lrp5)
WNT6_FZD9_LRP5	WNT	Wnt6	FZD9_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd9+Lrp5)
WNT8B_FZD1_LRP5	WNT	Wnt8b	FZD1_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd1+Lrp5)
WNT8B_FZD10_LRP5	WNT	Wnt8b	FZD10_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd10+Lrp5)
WNT8B_FZD2_LRP5	WNT	Wnt8b	FZD2_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd2+Lrp5)
WNT8B_FZD3_LRP5	WNT	Wnt8b	FZD3_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd3+Lrp5)
WNT8B_FZD4_LRP5	WNT	Wnt8b	FZD4_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd4+Lrp5)
WNT8B_FZD5_LRP5	WNT	Wnt8b	FZD5_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd5+Lrp5)
WNT8B_FZD6_LRP5	WNT	Wnt8b	FZD6_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd6+Lrp5)
WNT8B_FZD7_LRP5	WNT	Wnt8b	FZD7_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd7+Lrp5)
WNT8B_FZD8_LRP5	WNT	Wnt8b	FZD8_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd8+Lrp5)
WNT8B_FZD9_LRP5	WNT	Wnt8b	FZD9_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd9+Lrp5)
WNT9B_FZD1_LRP5	WNT	Wnt9b	FZD1_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd1+Lrp5)
WNT9B_FZD10_LRP5	WNT	Wnt9b	FZD10_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd10+Lrp5)
WNT9B_FZD2_LRP5	WNT	Wnt9b	FZD2_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd2+Lrp5)
WNT9B_FZD3_LRP5	WNT	Wnt9b	FZD3_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd3+Lrp5)
WNT9B_FZD4_LRP5	WNT	Wnt9b	FZD4_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd4+Lrp5)
WNT9B_FZD5_LRP5	WNT	Wnt9b	FZD5_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd5+Lrp5)
WNT9B_FZD6_LRP5	WNT	Wnt9b	FZD6_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd6+Lrp5)
WNT9B_FZD7_LRP5	WNT	Wnt9b	FZD7_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd7+Lrp5)
WNT9B_FZD8_LRP5	WNT	Wnt9b	FZD8_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd8+Lrp5)
WNT9B_FZD9_LRP5	WNT	Wnt9b	FZD9_LRP5	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd9+Lrp5)
WNT10A_FZD1_LRP6	WNT	Wnt10a	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd1+Lrp6)
WNT10A_FZD10_LRP6	WNT	Wnt10a	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd10+Lrp6)
WNT10A_FZD2_LRP6	WNT	Wnt10a	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd2+Lrp6)
WNT10A_FZD3_LRP6	WNT	Wnt10a	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd3+Lrp6)
WNT10A_FZD4_LRP6	WNT	Wnt10a	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd4+Lrp6)
WNT10A_FZD5_LRP6	WNT	Wnt10a	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd5+Lrp6)
WNT10A_FZD6_LRP6	WNT	Wnt10a	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd6+Lrp6)
WNT10A_FZD7_LRP6	WNT	Wnt10a	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd7+Lrp6)
WNT10A_FZD8_LRP6	WNT	Wnt10a	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd8+Lrp6)
WNT10A_FZD9_LRP6	WNT	Wnt10a	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt10a  - (Fzd9+Lrp6)
WNT16_FZD1_LRP6	WNT	Wnt16	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd1+Lrp6)
WNT16_FZD10_LRP6	WNT	Wnt16	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd10+Lrp6)
WNT16_FZD2_LRP6	WNT	Wnt16	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd2+Lrp6)
WNT16_FZD3_LRP6	WNT	Wnt16	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd3+Lrp6)
WNT16_FZD4_LRP6	WNT	Wnt16	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd4+Lrp6)
WNT16_FZD5_LRP6	WNT	Wnt16	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd5+Lrp6)
WNT16_FZD6_LRP6	WNT	Wnt16	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd6+Lrp6)
WNT16_FZD7_LRP6	WNT	Wnt16	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd7+Lrp6)
WNT16_FZD8_LRP6	WNT	Wnt16	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd8+Lrp6)
WNT16_FZD9_LRP6	WNT	Wnt16	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt16  - (Fzd9+Lrp6)
WNT2B_FZD1_LRP6	WNT	Wnt2b	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd1+Lrp6)
WNT2B_FZD10_LRP6	WNT	Wnt2b	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd10+Lrp6)
WNT2B_FZD2_LRP6	WNT	Wnt2b	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd2+Lrp6)
WNT2B_FZD3_LRP6	WNT	Wnt2b	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd3+Lrp6)
WNT2B_FZD4_LRP6	WNT	Wnt2b	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd4+Lrp6)
WNT2B_FZD5_LRP6	WNT	Wnt2b	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd5+Lrp6)
WNT2B_FZD6_LRP6	WNT	Wnt2b	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd6+Lrp6)
WNT2B_FZD7_LRP6	WNT	Wnt2b	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd7+Lrp6)
WNT2B_FZD8_LRP6	WNT	Wnt2b	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd8+Lrp6)
WNT2B_FZD9_LRP6	WNT	Wnt2b	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt2b  - (Fzd9+Lrp6)
WNT3A_FZD1_LRP6	WNT	Wnt3a	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd1+Lrp6)
WNT3A_FZD10_LRP6	WNT	Wnt3a	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd10+Lrp6)
WNT3A_FZD2_LRP6	WNT	Wnt3a	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd2+Lrp6)
WNT3A_FZD3_LRP6	WNT	Wnt3a	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd3+Lrp6)
WNT3A_FZD4_LRP6	WNT	Wnt3a	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd4+Lrp6)
WNT3A_FZD5_LRP6	WNT	Wnt3a	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd5+Lrp6)
WNT3A_FZD6_LRP6	WNT	Wnt3a	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd6+Lrp6)
WNT3A_FZD7_LRP6	WNT	Wnt3a	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd7+Lrp6)
WNT3A_FZD8_LRP6	WNT	Wnt3a	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd8+Lrp6)
WNT3A_FZD9_LRP6	WNT	Wnt3a	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt3a  - (Fzd9+Lrp6)
WNT4_FZD1_LRP6	WNT	Wnt4	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd1+Lrp6)
WNT4_FZD10_LRP6	WNT	Wnt4	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd10+Lrp6)
WNT4_FZD2_LRP6	WNT	Wnt4	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd2+Lrp6)
WNT4_FZD3_LRP6	WNT	Wnt4	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd3+Lrp6)
WNT4_FZD4_LRP6	WNT	Wnt4	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd4+Lrp6)
WNT4_FZD5_LRP6	WNT	Wnt4	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd5+Lrp6)
WNT4_FZD6_LRP6	WNT	Wnt4	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd6+Lrp6)
WNT4_FZD7_LRP6	WNT	Wnt4	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd7+Lrp6)
WNT4_FZD8_LRP6	WNT	Wnt4	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd8+Lrp6)
WNT4_FZD9_LRP6	WNT	Wnt4	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt4  - (Fzd9+Lrp6)
WNT6_FZD1_LRP6	WNT	Wnt6	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd1+Lrp6)
WNT6_FZD10_LRP6	WNT	Wnt6	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd10+Lrp6)
WNT6_FZD2_LRP6	WNT	Wnt6	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd2+Lrp6)
WNT6_FZD3_LRP6	WNT	Wnt6	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd3+Lrp6)
WNT6_FZD4_LRP6	WNT	Wnt6	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd4+Lrp6)
WNT6_FZD5_LRP6	WNT	Wnt6	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd5+Lrp6)
WNT6_FZD6_LRP6	WNT	Wnt6	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd6+Lrp6)
WNT6_FZD7_LRP6	WNT	Wnt6	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd7+Lrp6)
WNT6_FZD8_LRP6	WNT	Wnt6	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd8+Lrp6)
WNT6_FZD9_LRP6	WNT	Wnt6	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt6  - (Fzd9+Lrp6)
WNT8B_FZD1_LRP6	WNT	Wnt8b	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd1+Lrp6)
WNT8B_FZD10_LRP6	WNT	Wnt8b	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd10+Lrp6)
WNT8B_FZD2_LRP6	WNT	Wnt8b	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd2+Lrp6)
WNT8B_FZD3_LRP6	WNT	Wnt8b	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd3+Lrp6)
WNT8B_FZD4_LRP6	WNT	Wnt8b	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd4+Lrp6)
WNT8B_FZD5_LRP6	WNT	Wnt8b	FZD5_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd5+Lrp6)
WNT8B_FZD6_LRP6	WNT	Wnt8b	FZD6_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd6+Lrp6)
WNT8B_FZD7_LRP6	WNT	Wnt8b	FZD7_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd7+Lrp6)
WNT8B_FZD8_LRP6	WNT	Wnt8b	FZD8_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd8+Lrp6)
WNT8B_FZD9_LRP6	WNT	Wnt8b	FZD9_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt8b  - (Fzd9+Lrp6)
WNT9B_FZD1_LRP6	WNT	Wnt9b	FZD1_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd1+Lrp6)
WNT9B_FZD10_LRP6	WNT	Wnt9b	FZD10_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd10+Lrp6)
WNT9B_FZD2_LRP6	WNT	Wnt9b	FZD2_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd2+Lrp6)
WNT9B_FZD3_LRP6	WNT	Wnt9b	FZD3_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd3+Lrp6)
WNT9B_FZD4_LRP6	WNT	Wnt9b	FZD4_LRP6	WNT agonist	WNT antagonist	WNT activation receptor	WNT inhibition receptor	KEGG: mmu04310; PMID: 23209147	Secreted Signaling	Wnt9b  - (Fzd4+Lrp6)
